GeneID,SRR26282776,SRR26282777,SRR26282778,SRR26282781,SRR26282782,SRR26282783
ENSG00000244617,0,0,0,0,0,0
ENSG00000196228,0,0,0,0,0,1
ENSG00000125571,2,0,0,1,1,2
ENSG00000169967,2535,2256,1890,2146,835,1882
ENSG00000144134,218,205,244,136,184,209
ENSG00000084676,801,679,695,894,544,601
ENSG00000284308,16,15,12,15,10,19
ENSG00000155744,484,434,366,379,142,333
ENSG00000287742,9,6,5,3,3,10
ENSG00000115718,29,28,29,19,33,38
ENSG00000264075,1,2,0,0,1,1
ENSG00000072163,177,187,277,140,247,300
ENSG00000144230,67,41,70,54,72,73
ENSG00000116127,1514,1190,1291,1500,611,939
ENSG00000068024,625,567,678,683,474,663
ENSG00000286095,0,0,0,1,0,1
ENSG00000285591,1,0,2,0,1,0
ENSG00000231083,5,5,4,2,6,0
ENSG00000225642,1,1,3,0,0,2
ENSG00000115738,3672,3778,2692,3513,1894,2261
ENSG00000143797,4726,4498,4132,4076,2034,4442
ENSG00000230886,0,0,0,0,0,0
ENSG00000152049,0,0,2,0,1,0
ENSG00000134313,3577,3180,3208,3050,2604,2949
ENSG00000119820,1764,1825,1738,1342,641,1524
ENSG00000272754,5,3,2,3,4,3
ENSG00000276334,52,47,45,33,17,86
ENSG00000276517,19,25,25,24,14,11
ENSG00000207653,0,1,1,0,0,0
ENSG00000274159,1,0,1,0,0,1
ENSG00000279544,15,13,12,7,5,5
ENSG00000018699,639,686,589,839,484,536
ENSG00000265057,0,0,0,0,0,0
ENSG00000230876,0,1,1,0,0,0
ENSG00000085978,876,940,736,1011,571,750
ENSG00000252010,1,1,1,3,2,1
ENSG00000251791,5,2,5,1,2,2
ENSG00000130561,2,10,4,1,3,6
ENSG00000259793,0,3,1,0,1,0
ENSG00000077044,1259,1205,1125,1405,1030,1260
ENSG00000201013,1,0,0,2,0,1
ENSG00000183091,61,49,42,47,21,35
ENSG00000115275,1654,1627,1722,1647,1755,2111
ENSG00000286101,0,0,1,0,0,0
ENSG00000115590,76,87,47,70,53,50
ENSG00000138442,643,623,578,636,431,716
ENSG00000287041,5,1,3,1,0,1
ENSG00000231903,1,0,0,0,0,1
ENSG00000227890,0,0,0,0,0,1
ENSG00000223825,80,80,60,62,37,54
ENSG00000116030,3121,2962,2234,2527,1532,2217
ENSG00000224463,1,0,0,1,0,1
ENSG00000055044,1884,1882,1638,1816,729,1217
ENSG00000212534,3,1,1,1,0,4
ENSG00000212309,0,1,0,0,0,0
ENSG00000271852,1,1,1,1,0,0
ENSG00000238317,5,6,1,9,5,6
ENSG00000286223,16,18,11,12,4,16
ENSG00000264275,2,1,0,0,2,0
ENSG00000226261,3,5,0,3,3,0
ENSG00000272966,5,7,2,0,1,0
ENSG00000242696,1,1,0,0,1,1
ENSG00000204217,2987,2647,2135,2581,1222,1811
ENSG00000289490,0,0,0,0,0,0
ENSG00000270915,0,0,0,0,0,0
ENSG00000236047,2,4,6,3,2,4
ENSG00000223619,0,0,0,0,0,0
ENSG00000233888,1,0,0,0,0,0
ENSG00000235433,0,0,0,0,0,0
ENSG00000237542,1,0,0,0,0,0
ENSG00000233134,0,0,0,0,0,0
ENSG00000241221,0,0,0,0,0,0
ENSG00000227454,0,0,0,1,0,0
ENSG00000233311,1,0,0,0,0,0
ENSG00000138439,425,399,363,269,267,399
ENSG00000238018,129,109,104,88,14,67
ENSG00000231334,0,1,0,0,0,0
ENSG00000285519,0,0,1,0,0,0
ENSG00000252507,0,0,0,0,0,0
ENSG00000227238,0,0,0,0,0,0
ENSG00000243943,497,502,440,561,214,518
ENSG00000259080,0,0,0,0,0,0
ENSG00000176714,36,41,58,42,9,42
ENSG00000198522,830,866,788,823,509,748
ENSG00000206731,0,0,0,0,0,0
ENSG00000119760,1243,1148,1138,1330,850,1137
ENSG00000231747,1,1,0,0,3,1
ENSG00000237753,64,69,70,46,63,110
ENSG00000275961,0,0,0,0,0,0
ENSG00000274286,4,6,3,7,7,10
ENSG00000011566,1441,1383,1285,1215,533,1178
ENSG00000252473,1,2,2,1,0,0
ENSG00000273035,3,1,1,3,0,2
ENSG00000184945,0,0,0,0,0,0
ENSG00000132305,3124,3194,2790,3119,2319,2620
ENSG00000013441,1535,1521,1208,879,469,824
ENSG00000135932,4298,4178,3216,4335,1843,3485
ENSG00000163092,0,0,0,0,0,0
ENSG00000115966,1178,1150,1156,1286,509,1223
ENSG00000196290,514,475,404,488,186,429
ENSG00000119004,309,318,251,311,149,205
ENSG00000176771,2,2,1,5,3,1
ENSG00000176946,4099,4312,4038,4396,4679,4234
ENSG00000188219,10,1,8,1,6,5
ENSG00000064933,526,449,400,455,208,446
ENSG00000135976,713,600,650,602,356,504
ENSG00000003402,625,636,631,538,561,649
ENSG00000153250,3903,3666,3460,4513,1705,2923
ENSG00000123636,954,937,868,866,590,948
ENSG00000125629,809,762,565,692,244,605
ENSG00000144229,29,30,19,9,9,11
ENSG00000138018,3341,3049,2457,3659,1022,2232
ENSG00000136682,223,238,234,299,119,184
ENSG00000155368,1912,2091,1435,1766,1293,1335
ENSG00000144451,315,317,277,284,155,327
ENSG00000115468,60,76,59,32,35,44
ENSG00000196834,1,0,2,1,2,2
ENSG00000170802,819,771,731,628,244,795
ENSG00000171303,219,228,129,277,208,263
ENSG00000179915,1,0,1,0,1,3
ENSG00000115355,531,540,353,703,165,354
ENSG00000078098,395,327,486,255,166,333
ENSG00000036257,2555,2507,2054,2639,1306,1805
ENSG00000284600,0,0,0,0,0,0
ENSG00000232057,0,0,0,0,0,0
ENSG00000225619,0,0,0,0,0,0
ENSG00000186487,2,0,1,0,3,5
ENSG00000144130,10,12,4,7,4,6
ENSG00000238542,0,0,0,0,0,0
ENSG00000115904,3046,2538,2674,2757,1403,2523
ENSG00000169994,23,23,19,41,50,44
ENSG00000174279,0,0,0,0,0,0
ENSG00000188010,268,280,217,297,128,224
ENSG00000173567,22,30,20,26,16,16
ENSG00000242515,0,0,0,0,0,0
ENSG00000115520,275,282,236,266,126,246
ENSG00000163492,6,7,2,8,5,11
ENSG00000182177,0,1,1,1,0,1
ENSG00000072182,1,5,3,3,7,3
ENSG00000138068,0,0,1,0,0,0
ENSG00000119772,1105,1070,1105,959,1112,1172
ENSG00000224844,2,0,1,0,0,1
ENSG00000115648,870,891,1005,1055,803,1187
ENSG00000222449,0,0,0,0,0,0
ENSG00000071677,1,0,0,0,0,0
ENSG00000124839,1061,1010,1243,879,844,1088
ENSG00000234949,44,43,39,22,26,28
ENSG00000230286,0,0,0,0,0,0
ENSG00000084764,195,174,156,143,132,179
ENSG00000205500,2,2,2,5,2,5
ENSG00000119777,1405,1362,1211,1397,911,1088
ENSG00000084693,899,828,875,823,791,789
ENSG00000231636,0,0,0,0,1,1
ENSG00000272056,0,3,3,0,3,6
ENSG00000229122,7,4,3,6,9,7
ENSG00000272148,10,8,7,11,4,12
ENSG00000228474,1208,1335,1287,1290,1444,1220
ENSG00000138080,12,21,16,18,8,11
ENSG00000143994,5,6,11,10,13,21
ENSG00000138073,1003,924,834,971,802,814
ENSG00000186143,0,0,0,1,0,0
ENSG00000163792,1,1,0,0,2,0
ENSG00000236099,0,0,0,0,1,0
ENSG00000138074,990,959,855,1241,480,663
ENSG00000084774,3886,3528,3594,3958,2669,3268
ENSG00000115194,2,2,3,6,5,5
ENSG00000163793,0,0,0,0,0,0
ENSG00000138100,15,15,7,11,17,16
ENSG00000163794,8,8,10,8,14,20
ENSG00000115204,492,534,519,343,584,523
ENSG00000169432,113,96,142,154,78,147
ENSG00000283657,0,0,0,0,0,0
ENSG00000138085,1339,1390,1358,1114,751,1215
ENSG00000155755,493,506,369,450,249,333
ENSG00000177917,873,853,700,540,333,708
ENSG00000277701,7,4,7,7,1,4
ENSG00000237837,0,0,0,0,0,0
ENSG00000271351,0,0,0,0,0,0
ENSG00000276050,0,0,0,0,0,0
ENSG00000271015,0,0,0,0,0,0
ENSG00000270252,0,0,0,0,0,0
ENSG00000271569,0,0,0,0,0,0
ENSG00000270450,0,0,0,0,0,0
ENSG00000278537,0,0,0,0,0,0
ENSG00000270187,0,0,0,0,0,0
ENSG00000230606,20,17,16,17,5,4
ENSG00000278766,0,0,0,0,0,1
ENSG00000235833,0,0,0,0,0,0
ENSG00000286036,0,0,0,1,0,0
ENSG00000228970,0,0,1,1,0,2
ENSG00000135940,1845,2005,1741,1991,775,1616
ENSG00000115073,942,961,1063,721,685,1031
ENSG00000228486,68,63,63,52,24,49
ENSG00000201806,2,0,3,0,1,1
ENSG00000196912,241,189,256,198,126,176
ENSG00000235584,0,0,0,0,0,1
ENSG00000232931,1281,1163,1250,1103,704,889
ENSG00000169554,1,4,3,2,1,2
ENSG00000174501,685,513,541,450,241,404
ENSG00000153086,6,6,1,5,5,2
ENSG00000263783,0,0,0,0,0,0
ENSG00000176601,1,0,1,1,0,2
ENSG00000208308,0,0,1,0,0,0
ENSG00000200283,0,0,0,0,0,0
ENSG00000179270,6,8,5,0,7,9
ENSG00000229224,0,3,2,0,1,1
ENSG00000286963,0,0,0,0,0,0
ENSG00000144152,21,23,24,3,17,21
ENSG00000278962,2,5,9,0,4,4
ENSG00000144161,483,438,494,371,266,472
ENSG00000286545,140,126,123,60,70,134
ENSG00000235258,0,0,2,0,1,0
ENSG00000236555,0,0,0,0,0,0
ENSG00000136546,0,0,1,1,2,1
ENSG00000236634,0,0,0,0,0,0
ENSG00000237843,0,0,0,0,0,0
ENSG00000287524,0,0,1,0,0,0
ENSG00000223890,0,0,0,0,0,0
ENSG00000231955,0,0,0,0,0,0
ENSG00000237580,0,0,0,0,0,0
ENSG00000277502,0,0,0,0,0,0
ENSG00000281780,1,2,0,2,1,1
ENSG00000207047,0,0,0,1,0,2
ENSG00000207406,0,0,0,0,0,0
ENSG00000183671,3,1,0,2,1,1
ENSG00000279220,1,0,2,0,0,0
ENSG00000222496,0,0,0,0,0,0
ENSG00000159186,0,0,0,0,0,0
ENSG00000224070,0,0,0,0,0,0
ENSG00000252716,0,0,0,0,0,0
ENSG00000180105,0,0,0,0,0,0
ENSG00000234491,0,3,0,2,3,0
ENSG00000138356,22,35,20,30,20,20
ENSG00000284084,0,0,0,0,0,0
ENSG00000201737,1,0,1,0,0,0
ENSG00000230408,0,0,0,0,0,0
ENSG00000082153,2002,2055,1441,2904,841,1784
ENSG00000115295,6770,6079,6955,3794,3027,6944
ENSG00000163464,0,0,0,0,0,0
ENSG00000224159,0,0,0,0,0,1
ENSG00000163466,3647,3733,2836,3560,2472,2895
ENSG00000261338,12,11,6,11,0,2
ENSG00000179921,4,1,9,7,2,1
ENSG00000127837,1725,1716,1458,1667,1139,1405
ENSG00000135926,1370,1360,1228,1060,1117,1311
ENSG00000284173,0,0,0,0,0,0
ENSG00000237281,0,0,0,0,0,1
ENSG00000278524,0,0,0,0,0,1
ENSG00000230580,16,17,14,21,50,15
ENSG00000273361,0,0,0,0,0,0
ENSG00000199121,0,0,0,0,0,0
ENSG00000127831,3,1,2,1,0,3
ENSG00000127838,484,494,461,486,487,533
ENSG00000158428,0,1,1,2,0,0
ENSG00000172318,2,2,0,3,0,2
ENSG00000228222,0,0,0,2,0,0
ENSG00000238357,0,0,0,0,0,0
ENSG00000214211,0,0,0,0,0,1
ENSG00000235335,0,0,0,0,0,1
ENSG00000230299,0,0,0,0,0,0
ENSG00000246575,221,177,219,140,87,203
ENSG00000152291,5361,4618,4643,4787,2945,4207
ENSG00000239143,0,0,0,0,0,0
ENSG00000270532,1,5,2,2,0,0
ENSG00000042445,1073,1018,1001,831,1009,1289
ENSG00000115459,325,280,332,221,256,358
ENSG00000271014,1,1,0,0,0,2
ENSG00000273196,3,1,1,2,0,0
ENSG00000042493,3144,3378,2807,2175,2391,3236
ENSG00000286011,25,29,24,21,22,22
ENSG00000229648,0,2,0,0,0,0
ENSG00000168906,15056,13994,11764,15880,8230,13479
ENSG00000118640,1345,1428,1318,1257,1184,1286
ENSG00000168899,43,54,56,27,85,76
ENSG00000168894,737,807,669,755,1046,697
ENSG00000168890,162,146,196,92,137,189
ENSG00000168883,1793,1872,1594,1830,1296,1433
ENSG00000168887,1125,1118,1082,894,828,1180
ENSG00000168878,3,1,2,4,5,16
ENSG00000115523,1,3,2,1,3,4
ENSG00000203363,0,0,0,0,1,2
ENSG00000169507,0,0,0,1,0,0
ENSG00000152292,51,47,40,40,43,63
ENSG00000244384,0,0,0,0,0,0
ENSG00000135930,1603,1676,1475,1726,1094,1434
ENSG00000207456,0,0,0,0,0,0
ENSG00000143942,174,235,112,223,43,84
ENSG00000265452,8,8,8,11,4,8
ENSG00000119737,100,104,110,114,95,109
ENSG00000068878,3095,2824,2513,3296,1358,1930
ENSG00000068912,1242,1274,1159,1014,791,1073
ENSG00000283591,0,0,0,0,0,0
ENSG00000152689,10,9,4,7,2,6
ENSG00000119812,1104,1002,810,1262,673,903
ENSG00000286415,0,0,1,0,0,1
ENSG00000238038,0,0,0,0,0,1
ENSG00000187999,0,0,0,0,0,0
ENSG00000202382,1,1,3,2,0,2
ENSG00000278590,5,4,2,3,2,3
ENSG00000207207,0,0,0,0,0,0
ENSG00000244399,2,1,0,1,0,2
ENSG00000199936,0,1,0,0,1,1
ENSG00000276281,0,0,0,0,0,0
ENSG00000115486,1047,934,801,998,643,906
ENSG00000119771,144,119,121,185,181,178
ENSG00000073737,0,0,0,0,0,0
ENSG00000082438,237,246,226,286,120,193
ENSG00000115607,1,2,2,1,1,0
ENSG00000079150,80,73,86,38,44,55
ENSG00000226321,0,0,4,0,0,2
ENSG00000115762,3047,2968,2595,2753,1211,2341
ENSG00000123989,1541,1713,1442,1460,1454,1602
ENSG00000205795,5,1,4,1,3,5
ENSG00000214842,1,0,0,0,0,2
ENSG00000144057,166,130,91,153,26,54
ENSG00000185038,2,0,2,4,4,2
ENSG00000256977,0,1,0,0,4,1
ENSG00000162972,311,312,240,252,97,256
ENSG00000138101,345,303,295,295,286,263
ENSG00000288900,0,1,0,0,0,0
ENSG00000222032,2,1,0,3,1,0
ENSG00000287849,0,0,1,0,0,0
ENSG00000226363,13,11,13,9,14,14
ENSG00000223751,6,2,5,8,6,5
ENSG00000205054,11,3,5,1,2,5
ENSG00000234028,42,35,50,33,38,62
ENSG00000288866,2,2,0,2,1,0
ENSG00000224568,0,1,1,0,1,3
ENSG00000288786,0,0,0,0,0,0
ENSG00000289389,0,0,0,0,0,0
ENSG00000286481,0,0,0,1,0,0
ENSG00000289349,0,0,0,0,0,0
ENSG00000289157,0,0,0,0,0,0
ENSG00000236106,2,4,2,2,0,3
ENSG00000289374,0,0,0,0,0,0
ENSG00000225649,1,0,0,0,0,0
ENSG00000235597,2,0,0,1,0,1
ENSG00000289077,0,0,1,0,0,2
ENSG00000286081,0,0,0,0,0,0
ENSG00000289026,0,0,0,0,2,1
ENSG00000233611,0,0,0,0,0,0
ENSG00000228857,8,1,13,3,2,10
ENSG00000223734,0,0,1,1,0,1
ENSG00000231908,6,5,1,1,9,6
ENSG00000225439,408,403,419,312,323,435
ENSG00000231689,0,1,2,0,1,2
ENSG00000238217,0,0,1,0,0,0
ENSG00000233766,63,44,68,43,20,44
ENSG00000228496,0,0,0,0,0,0
ENSG00000289555,6,5,8,5,3,8
ENSG00000289261,14,8,9,7,2,6
ENSG00000235997,4,1,3,0,1,3
ENSG00000289463,66,63,59,51,25,66
ENSG00000289003,11,7,12,4,3,4
ENSG00000289498,0,0,0,0,0,0
ENSG00000289534,0,0,0,0,0,1
ENSG00000289272,18,9,11,6,8,13
ENSG00000229941,0,0,0,0,0,0
ENSG00000236664,0,0,0,0,0,0
ENSG00000213962,0,0,0,0,0,0
ENSG00000229744,0,1,1,0,0,0
ENSG00000206788,0,0,0,0,0,0
ENSG00000249909,0,0,0,0,0,0
ENSG00000227241,0,1,0,0,0,0
ENSG00000223096,0,0,0,0,0,0
ENSG00000128655,11,17,11,12,11,16
ENSG00000288948,0,1,0,1,1,3
ENSG00000289167,0,0,0,0,0,0
ENSG00000237751,3,1,6,2,2,1
ENSG00000277764,1,0,0,0,0,0
ENSG00000116035,61,68,58,38,45,54
ENSG00000116039,17,19,15,8,12,18
ENSG00000258881,13,4,2,3,6,4
ENSG00000239322,1,3,1,0,1,4
ENSG00000226186,5,4,2,2,3,4
ENSG00000241159,0,1,0,0,0,1
ENSG00000144031,10,10,8,5,7,11
ENSG00000228384,1,1,1,1,2,1
ENSG00000236469,0,0,0,1,0,0
ENSG00000234485,0,0,0,0,0,0
ENSG00000234896,0,0,0,0,0,0
ENSG00000124357,452,411,349,470,389,410
ENSG00000124370,68,75,90,61,76,99
ENSG00000288065,25,28,24,13,17,33
ENSG00000233870,0,0,0,0,0,1
ENSG00000136699,3337,3336,2889,3690,1991,2150
ENSG00000289250,3,4,8,1,5,8
ENSG00000200550,1,4,4,1,2,2
ENSG00000162882,4,4,2,4,2,3
ENSG00000289082,2,1,3,2,1,0
ENSG00000226491,2,3,4,0,1,0
ENSG00000232202,7,8,9,20,5,4
ENSG00000162881,2,1,2,2,1,3
ENSG00000227028,0,3,2,0,0,1
ENSG00000235653,0,0,0,0,0,0
ENSG00000289013,1,0,0,0,0,0
ENSG00000285898,0,0,0,0,0,0
ENSG00000287468,0,0,0,0,0,0
ENSG00000233128,0,0,0,0,0,0
ENSG00000231331,0,0,1,0,0,0
ENSG00000232594,0,0,0,1,0,0
ENSG00000233105,0,0,0,0,0,0
ENSG00000224585,0,0,0,0,0,0
ENSG00000233447,0,0,0,0,0,0
ENSG00000235186,0,0,2,0,2,0
ENSG00000277591,1,1,0,0,0,1
ENSG00000233850,38,38,29,31,33,34
ENSG00000172005,6380,6898,5083,6333,5406,5437
ENSG00000231062,44,49,24,44,35,38
ENSG00000287362,9,6,7,4,0,1
ENSG00000275111,151,129,139,137,148,217
ENSG00000275768,0,0,0,0,0,0
ENSG00000155066,3218,2990,2152,2837,2017,2418
ENSG00000235129,2,1,0,1,1,1
ENSG00000115042,265,282,269,192,207,308
ENSG00000248821,0,0,0,0,0,0
ENSG00000233275,0,0,0,0,0,1
ENSG00000227120,0,0,0,0,0,0
ENSG00000115207,1796,1780,1674,1726,1198,1450
ENSG00000234818,0,4,1,1,2,2
ENSG00000243819,20,21,12,7,15,14
ENSG00000277446,0,0,0,0,0,0
ENSG00000236162,0,0,0,0,0,0
ENSG00000143882,403,368,534,233,547,555
ENSG00000239053,0,0,0,0,0,0
ENSG00000272275,23,26,20,12,20,15
ENSG00000143870,8585,8522,6916,9195,5510,6426
ENSG00000238962,0,0,0,0,0,0
ENSG00000271952,5,11,8,2,8,10
ENSG00000232056,0,0,0,0,0,0
ENSG00000270488,0,0,1,0,0,2
ENSG00000115761,1752,1759,1438,1776,664,1068
ENSG00000135968,2071,1900,1874,1678,908,2037
ENSG00000214184,22,24,15,14,17,27
ENSG00000228763,3,6,3,4,3,4
ENSG00000233648,0,0,0,0,0,0
ENSG00000235644,0,1,0,0,0,0
ENSG00000163006,355,342,317,395,92,218
ENSG00000227470,11,4,2,10,1,2
ENSG00000169756,4305,4243,4011,3242,1450,3009
ENSG00000118260,1618,1509,1337,1489,862,1401
ENSG00000144401,315,310,242,235,181,232
ENSG00000223433,0,0,0,0,0,0
ENSG00000224137,0,0,0,0,0,0
ENSG00000199251,0,0,0,0,0,0
ENSG00000213082,62,85,71,113,171,82
ENSG00000200764,0,0,0,0,0,1
ENSG00000163249,690,691,397,485,182,367
ENSG00000272851,0,0,0,0,0,0
ENSG00000284079,0,0,0,0,0,0
ENSG00000163251,349,336,225,330,201,306
ENSG00000185674,18,17,10,10,2,6
ENSG00000222418,0,0,0,0,0,0
ENSG00000287536,0,0,0,0,0,0
ENSG00000242121,0,0,0,0,0,0
ENSG00000252452,0,1,1,0,0,4
ENSG00000199781,1,0,0,0,0,3
ENSG00000182600,104,107,91,72,61,104
ENSG00000289176,0,0,0,0,0,0
ENSG00000223935,3,3,6,0,2,4
ENSG00000237217,0,1,0,0,1,0
ENSG00000119862,583,585,500,489,338,487
ENSG00000223863,0,0,1,0,0,0
ENSG00000283204,0,0,2,0,0,0
ENSG00000252414,5,2,1,1,1,2
ENSG00000233694,1,0,1,2,1,4
ENSG00000179833,1622,1604,1521,1573,909,1450
ENSG00000226756,2,2,2,0,2,1
ENSG00000227791,0,0,0,1,0,0
ENSG00000288986,0,0,2,0,1,1
ENSG00000231735,1,0,1,0,0,0
ENSG00000115252,9,4,19,4,2,5
ENSG00000264324,1,3,4,2,4,0
ENSG00000188687,26,30,30,13,9,30
ENSG00000152133,298,322,300,309,137,281
ENSG00000229434,0,0,0,0,0,0
ENSG00000236231,0,0,0,0,0,0
ENSG00000283203,0,0,0,0,0,0
ENSG00000252027,0,0,0,0,0,1
ENSG00000207303,0,0,0,0,0,0
ENSG00000197756,6349,6802,7302,5809,6353,6849
ENSG00000225794,0,0,0,0,0,1
ENSG00000235444,0,0,0,0,0,0
ENSG00000115457,19,30,39,48,32,25
ENSG00000115461,1577,1374,1062,560,589,780
ENSG00000237930,0,1,0,0,0,1
ENSG00000222832,0,0,0,0,0,0
ENSG00000234588,0,0,0,0,0,0
ENSG00000118245,0,0,0,0,0,0
ENSG00000236295,0,0,0,0,0,0
ENSG00000287498,0,2,2,0,0,1
ENSG00000289265,0,0,0,0,0,0
ENSG00000279015,0,0,0,0,0,0
ENSG00000230621,0,0,0,0,1,0
ENSG00000144460,26,33,11,11,6,4
ENSG00000119844,1732,1637,1559,1570,942,1554
ENSG00000204705,0,0,0,0,0,0
ENSG00000277747,0,0,0,0,0,0
ENSG00000234903,0,0,0,0,0,0
ENSG00000144010,0,0,0,0,0,0
ENSG00000233459,2,1,0,0,1,0
ENSG00000233031,0,0,0,0,0,0
ENSG00000178562,0,0,0,0,0,0
ENSG00000224791,2,2,0,2,0,2
ENSG00000213925,0,0,0,2,1,0
ENSG00000206970,0,0,0,0,0,0
ENSG00000144048,734,767,557,730,439,644
ENSG00000237383,0,0,0,0,0,0
ENSG00000227265,0,0,0,0,0,0
ENSG00000213355,0,0,0,0,0,0
ENSG00000234837,0,0,0,0,0,0
ENSG00000235571,4,1,2,0,0,2
ENSG00000064012,433,428,303,351,129,258
ENSG00000289698,9,10,10,9,4,7
ENSG00000222017,3,4,1,0,1,3
ENSG00000247626,320,306,237,277,159,196
ENSG00000152430,4,4,10,5,4,6
ENSG00000286020,0,0,0,0,1,0
ENSG00000237262,0,0,0,0,0,0
ENSG00000227347,86,82,73,102,24,67
ENSG00000003400,66,71,50,39,43,59
ENSG00000121966,32,28,27,15,12,19
ENSG00000279024,3,1,3,0,0,0
ENSG00000230037,0,3,6,3,9,4
ENSG00000273063,1,1,0,0,0,0
ENSG00000233426,193,243,275,175,188,225
ENSG00000225226,0,0,0,0,0,1
ENSG00000226674,0,0,0,1,0,1
ENSG00000234940,0,0,0,0,0,0
ENSG00000276706,0,0,0,0,0,0
ENSG00000235352,0,0,0,0,0,0
ENSG00000268580,0,0,0,0,0,0
ENSG00000235435,0,0,0,0,0,0
ENSG00000214064,0,0,0,0,0,0
ENSG00000225107,0,0,0,0,0,0
ENSG00000286225,0,0,0,0,0,0
ENSG00000226218,0,0,0,0,0,0
ENSG00000234119,0,0,0,0,0,0
ENSG00000233842,0,0,0,0,0,0
ENSG00000279876,0,0,0,0,0,0
ENSG00000251905,0,0,0,0,0,0
ENSG00000230559,0,0,0,0,0,0
ENSG00000227134,0,0,0,0,0,0
ENSG00000198526,0,0,0,0,0,1
ENSG00000231040,0,0,0,0,0,0
ENSG00000271583,0,0,0,0,0,0
ENSG00000287847,0,0,0,0,0,0
ENSG00000207225,0,0,0,0,0,0
ENSG00000207161,0,0,0,0,0,0
ENSG00000202074,0,0,0,0,0,0
ENSG00000253083,0,0,0,0,0,0
ENSG00000257207,0,0,0,0,0,0
ENSG00000256671,1,2,1,0,2,2
ENSG00000231583,0,0,0,0,0,0
ENSG00000183054,8,1,4,4,2,3
ENSG00000226847,0,1,0,0,0,0
ENSG00000229641,0,0,0,0,0,0
ENSG00000115392,1722,1705,1734,1186,509,1083
ENSG00000163599,0,0,0,0,0,0
ENSG00000252214,0,0,0,0,0,0
ENSG00000115317,596,608,578,625,643,697
ENSG00000115325,190,182,199,104,204,211
ENSG00000213486,0,0,0,0,0,0
ENSG00000227361,0,0,0,0,0,0
ENSG00000229831,0,0,0,0,0,0
ENSG00000170264,205,192,186,226,122,193
ENSG00000230702,1,0,0,0,1,0
ENSG00000277498,1,1,0,0,1,0
ENSG00000115484,3497,3594,3280,4454,2203,3399
ENSG00000236498,6,13,8,13,6,7
ENSG00000286360,28,24,29,44,11,29
ENSG00000278523,0,0,0,1,0,0
ENSG00000289247,0,0,2,0,0,0
ENSG00000136688,0,0,0,0,1,0
ENSG00000236124,0,0,0,0,0,0
ENSG00000232090,0,0,0,0,0,0
ENSG00000136694,0,0,0,0,0,0
ENSG00000136697,0,0,0,0,0,0
ENSG00000201805,0,0,0,0,0,0
ENSG00000136689,22,27,24,21,25,30
ENSG00000144354,1902,1816,1696,1761,690,1100
ENSG00000136695,15,8,8,15,9,8
ENSG00000227227,1,0,2,1,0,1
ENSG00000144369,403,380,397,199,131,288
ENSG00000138448,2462,2134,2060,2168,968,2041
ENSG00000283586,0,0,0,0,0,1
ENSG00000285843,0,0,0,1,0,0
ENSG00000114993,1213,1242,1112,1368,1161,1229
ENSG00000238259,0,0,0,1,0,0
ENSG00000198648,1116,1135,1165,1372,1778,2218
ENSG00000115267,965,919,647,590,447,622
ENSG00000180871,0,0,0,0,0,0
ENSG00000188282,4,2,0,0,2,1
ENSG00000214821,1,0,0,1,0,0
ENSG00000213981,1,0,2,1,1,1
ENSG00000275414,0,0,0,0,0,0
ENSG00000222033,4,4,5,1,6,3
ENSG00000204335,30,25,28,21,16,27
ENSG00000128692,207,202,193,217,104,191
ENSG00000222509,0,0,0,0,0,0
ENSG00000128683,367,353,469,438,310,409
ENSG00000235934,9,6,5,15,8,5
ENSG00000286611,3,1,0,1,2,1
ENSG00000286115,4,4,4,0,2,5
ENSG00000115806,3304,3201,3034,3282,1664,2305
ENSG00000091106,9,12,11,6,5,10
ENSG00000204334,106,145,128,81,98,140
ENSG00000228203,0,0,3,0,0,1
ENSG00000153201,6524,5690,5158,6307,2905,4142
ENSG00000201610,0,0,1,1,0,0
ENSG00000264010,1,1,1,0,0,0
ENSG00000251718,1,0,0,0,0,0
ENSG00000285626,1,0,0,0,0,0
ENSG00000239899,14,14,17,5,3,4
ENSG00000169618,0,0,0,1,0,2
ENSG00000163219,23,22,28,21,31,35
ENSG00000283994,0,0,0,0,0,0
ENSG00000231758,0,0,0,0,0,0
ENSG00000257277,0,0,0,0,0,1
ENSG00000257226,0,0,0,0,0,0
ENSG00000236356,0,0,0,0,0,0
ENSG00000200287,0,0,0,0,0,0
ENSG00000232377,2,0,0,1,0,0
ENSG00000144524,1301,1254,1271,1417,922,1045
ENSG00000237477,0,0,0,0,0,0
ENSG00000214070,0,0,0,0,0,0
ENSG00000115866,2976,2853,2635,2913,1188,2694
ENSG00000159374,447,450,434,380,318,426
ENSG00000135622,567,548,529,658,480,588
ENSG00000286739,2,1,2,2,1,2
ENSG00000287687,1,3,0,0,0,0
ENSG00000224646,0,0,0,0,0,0
ENSG00000116106,100,91,62,49,54,52
ENSG00000226726,0,0,0,0,0,0
ENSG00000272944,9,3,2,2,10,7
ENSG00000230406,0,0,1,0,0,0
ENSG00000138379,1,0,0,0,0,1
ENSG00000151689,110,104,105,122,84,125
ENSG00000198130,419,407,361,345,163,369
ENSG00000187231,867,774,942,616,306,680
ENSG00000121964,131,135,88,134,66,76
ENSG00000114999,1965,1843,1688,1958,875,1422
ENSG00000125630,1801,1805,1568,2008,1068,1321
ENSG00000207383,0,0,0,0,0,0
